Company,Address,TIF District,Completion Date,Actual Costs,Actual Grant,Work Items
"The SMB Help Desk, Inc. ","4147 N. Ravenswood Ave., Ste. 100 & 201",Ravenswood Industrial Corridor ,02/04/2016,$29935.50,$22224.38,demolish old windows and install ten (10) replacement windows at 4147 N. Ravenswood #202
Copernicus Foundation,5216 W. Lawrence Ave.,Jefferson Park,02/05/2016,$209500.00,$100000.00,complete removal and replacement of the roofing systems over the main building and ticket room area (demolition; remove and replace coping tiles as needed; install new TPO roofing membrane; install new flashings and termination bars); repairs to the tower roof of the project property; tuck point the northwest side of the building; and remove and replace the alley pedestrian door
Bitoy's Bistro Inc.,5946 W. Chicago Ave.,Austin Commercial,02/12/2016,$66666.66,$50000.00,"partial completion of the comprehensive masonry/exterior rehab project at 5946 W. Chicago: demolish existing masonry facade and fully replace with similar brick and stone that matches the original exterior design in size, color, texture, and finish (includes flashing installation and new window headers); chemically clean west elevation and rear elevation of building and repair and replace masonry with like-kind materials as necessary (includes roof caps, flashings, new gutters, and install new window headers and remove brick from original window openings as necessary); partial installation of new storefront frames and glass at west and rear elevations"
"RX Pain Management Group, P.C.",3405 S. Halsted St.,35th/Halsted,02/16/2016,$178000.00,$100000.00,"demolition of interior walls, ceiling, doors, and drywall to expose masonry; interior carpentry to frame walls, to install ceiling tiles, to install doors and hardware, and to install baseboards and door trim per architectural plans; rough plumbing in two restrooms per plans; renovate one restroom for ADA-compliance (includes accessible plumbing fixtures); install plumbing fixtures (sinks, faucets, toilets) and drains per plans; remove and replace electrical service box and install wiring, outlets, and commercial grade fluorescent light fixtures per plans; install HVAC systems (furnace, a/c, duct work, thermostats) as per plans; install drywall and insulation per plans; new wood and tile flooring; facade improvements (remove concrete at front elevation and pour new per plans; install new commercial frames and glass for storefront per plans; new hardware for commercial space door; lintel repairs; removal of steel panels, power washing); remove rear wall and install new lintel; install new garage door at rear"
"MHAC Optical, P.C. dba Affinity Optical",6500 W. Irving Park Rd. #1,Read/Dunning,02/16/2016,$23850.00,$17887.50,remove current rooftop HVAC unit and replace with a new high efficiency rooftop HVAC unit and associated ductwork and electrical; furnish and install new tray and can style LED lighting and a new exit sign
"Dovetail Brewery, Inc.",1800 W. Belle Plaine,Ravenswood Industrial Corridor ,02/16/2016,$131985.00,$65992.50,"progress to date for the following work: plumbing work: furnish and install supply, waste, and gas piping to HVAC equipment, brewing facilities, restrooms, boilers, and hot water heaters, make connections to water and sewer, and install necessary drains and plumbing fixtures (work per plans); and electrical work: install all electrical equipment and make connections to electrical service including all piping, wiring, boxes, breakers, switches, transformers, light fixtures, and fire alarm system (work per plans)"
"Ambassador Paints, Inc.",5756 N. Lincoln Ave.,Lincoln Avenue,02/16/2016,$66400.00,$49800.00,"removal and replacement of existing roof including repairs to decking, new underlayment, and new insulation; removal and replacement of two (2) rooftop mechanical HVAC units with new gas piping connections and ductwork"
Thrifter's Delight LLC,4112 W. Armitage Ave.,Armitage/Pulaski,02/23/2016,$47132.60,$35349.45,"plumbing work to relocate existing water supply for toilet and shower drain; demolish existing shower and flooring; install cement board flooring underlayment; install new ceramic floor tiles; drywall patching and installation of new drywall; install new baseboards and mouldings; painting; replace front window; furnish and install track lighting kits, flourescent lights, and two (2) exit signs; install emergency lights and three (3) wall outlets; install wood flooring; selective demolition on rear area of store (demolition of cabinets, counters, walls, ceiling, and flooring); level ground and install new concrete slab and steps in rear area of store; install tile flooring over concrete; install new drywall for ceiling in rear area; new baseboards and mouldings in rear area; painting; selective demolition in basement, install 4"" rigid PVC perforated drain tile, cleanout port, drainage flange, and repour concrete; install sump pump and associated electrical; connect to existing clay basin; permits"
"Bernacki & Associates, Inc. & Oakley Interiors",424 N. Oakley Blvd. ,Kinzie Industrial Corridor,02/25/2016,$151809.45,$58597.26,"loading dock improvement, overhead doors, HVAC, plumbing, electrical, elevator, structural improvements. "
Bitoy's Bistro Inc.,5946 W. Chicago Ave.,Austin Commercial,08/12/2016,$69597.28,$50000.00,"the balance of work and expenses for the completion of the comprehensive masonry/exterior rehab project at 5946 W. Chicago: demolish existing masonry facade and fully replace with similar brick and stone that matches the original exterior design in size, color, texture, and finish (includes flashing installation and new window headers); chemically clean west elevation and rear elevation of building and repair and replace masonry with like-kind materials as necessary (includes roof caps, flashings, new gutters, and install new window headers and remove brick from original window openings as necessary)"
Band of Bohemia LLC,4710 N. Ravenswood Ave.,Ravenswood Industrial Corridor ,02/25/2016,$931957.01,$50000.00,"the complete gut rehab of 4710 N. Ravenswood for restaurant-brewpub functionality including HVAC improvements (furnish and install three (3) new rooftop units; new duct work; new exhaust fans; vent and flue installation; installation of HVAC controls; install dust collector; associated roofing work); furnish and install new bi-fold door system at east elevation; furnish and install new sprinkler heads in existing sprinkler system; furnish and install new epoxy and stained concrete flooring throughout; furnish and install approx. 1,800 sf of FRP panels; furnish and install new interior doors, frames, and hardware; balance of electrical improvements (new 800 amp service and panels; electrical needed for HVAC improvements; installation of lighting (fixture expenses not included); and install exterior light"
"Midwest Buy & Sell, Inc.",6019 W. Irving Park Rd.,West Irving Park,02/25/2016,$28472.00,$21354.00,"demolish existing roof; replace roof decking and rafters as needed; install new rigid fiber recovery board and base sheet; install new modified bitumen membrane roofing system; install new flashings and reset coping tiles as needed; install new gutters and reflective aluminum roof coating; demolish existing façade knee wall and build a new 14’ x 9’ knee wall with new brick to match existing façade bricks; tuck pointing of front façade; caulk limestone sills; masonry repairs to chimney; and furnish and install a new storefront system (frames, glass, door)"
"Alchemia Art of Hair, Inc.",5009 N. Sheridan Rd.,Hollywood/Sheridan,02/29/2016,$50270.00,$25000.00,"mechanical HVAC work (new rooftop condenser unit, ducts, fans, and exhausts); electrical work including wiring, light fixtures, and installing receptacles, switches and outlets; plumbing work including installing new water piping and fixtures (shampoo bowl fixtures not included); carpentry and framing work, insulation, drywall and drop ceilings; flooring work including leveling of concrete floors and finishing with a resin seal system; painting and finishing work"
