X,Y,OBJECTID,PROGRAM_ID,AGENCY_ID,NAME,ADDRESS,ADDRESS2,ZIPCODE,AKA,PHONE,PHONE2,PHONE3,PHONE4,PHONE5,PHONE1_DESCRIPTION,PHONE2_DESCRIPTION,PHONE3_DESCRIPTION,PHONE4_DESCRIPTION,PHONE5_DESCRIPTION,FAX,WEB_URL,EMAIL,BUSINESS_HOURS,ELIGIBILITY,FEES,INTAKE,LANGUAGES,AREA_SERVED,DOCUMENTATION,DIRECTIONS,TRANSPORTATION,QUADRANT,PAYMENT_METHODS,VOLUNTEER_OPPORTUNITIES,SEASON_START_DATE,SEASON_END_DATE,WAIT_LIST_PERIOD,HANDICAP,PUBLIC_RECORD,SEARCHABLE_AREA,DIRECTOR,TITLE,WEB_WARD,DESCRIPTION,ADDRESS_ID,KEYWORD
-77.02892684935675,38.915310007312584,655,DCAP0348AD,DCAP0348,TERRIFIC - Potter's Vessel,1222 T STREET NW,,20009,Temporary Emergency Residential Resource Institute for Families in Crisis,(202) 234-8526,(202) 234-4128,,,,Intake Number,After-Hours Number,,,,(202) 234-8145,,TERRIFIC75@aol.com,"9:00 am - 5:00 pm, Monday - Friday",HIV Status,No Fee,"Telephone, By Appointment",English (prior notification needed for other language needs),District of Columbia,Physician Verification,"Metro Rail Stop:  U Street/Cardoza (Green Line), 1 block; Metro Bus Route:  Stadium Armory, 1 block",,NW,"No Payment,",,,,,Designated Parking,1,,Joan McCarley,Vice President,,"Provides outreach services to children, young adults, adults, and families living with HIV/AIDS.  Outreach services include case management, babysitting, workshops, retreats and referrals for other services.",240851,Volunteer Opportunities
-77.02892684935675,38.915310007312584,656,DCAP0348AE,DCAP0348,TERRIFIC - TERRIFIC INN,1222 T STREET NW,,20009,Temporary Emergency Residential Resource Institute for Families in Crisis,(202) 234-4128,(202) 234-4128,,,,Intake Number,After-Hours Number,,,,(202) 234-8145,,TERRIFIC75@aol.com,"9:30 am - 5:30 pm, Monday - Friday","Homeless, US citizens, developmentally disabled or seniors",No Fee,"Telephone, By Appointment",English,District of Columbia,"Social Security Card, Picture ID, Utility Cut-Off Notice, Birth Certificate, Income Verification, Proof of Residence","Metro Rail Stop:  U Street/Cardoza (Green Line), 1 block; Metro Bus Route:  Stadium Armory, 1 block",,NW,,,,,,,1,,Debbie Tate,President,,Provides housing for homeless seniors and the developmentally disabled.,240851,Housing-Seniors
-77.008448300969022,38.901026134471778,657,DCAP0349AB,DCAP0349,DCG - DOH - Health Information Call Center,825 NORTH CAPITOL STREET NE,Room 4177,20002,DOH Information Center,(202) 671-5000,(202) 671-5000,,,,Main Number,Customer Services - Press 2,,,,(202) 442-4812,http://dchealth.dc.gov,,"8:15 am - 4:45 pm, Monday - Friday",,,Telephone,,District of Columbia,,,,NE,,,,,,,1,,Sherry Adams,Executive Director,,"Provides general information about the Department of Health's programs and services, special events, and emergency health and medical crisis information for DC residents, workers or visitors.  Also assists callers in answering health related questions, e",289003,DC Government
-77.03567284748172,38.925872207709503,658,DCAP0350AA,DCAP0350,Columbia Heights Youth Club,2835 16TH STREET NW,,20009,CHYC,(202) 234-1531,(202) 234-6098,,,,Office Number,Outside line,,,,(202) 328-6270,,,"10:00 am - 6:30 pm, Monday - Friday (Winter); 8:30 am - 6:00 pm, Monday - Friday (Summer);  Weekend hours depend on activities.",,Flat membership fee of $10.00,"Telephone, By Appointment; Walk-In",, District of Columbia,Membership registration,"Metro Bus Route, S-2, S-4, 42",,NW,,,,,,,1,,Gail Olvier,Executive Director,,Committed to meeting the needs of area youth and families by providing educational support and constructive leisure time activities for youth.,284521,Leisure
-76.996455859974759,38.899982227448405,659,DCAP0327AD,DCAP0337,DCG - DHS - IMA - H Street Service Center,645 H STREET NE,,20002,"IMA, 645, TANF",(202) 724-5506,(202) 698-4350,(202) 698-3900,,,Customer Service Number,Main Number/Center Manager,IMA Administration Number,,,(202) 724-8964,http://www.dhs.dc.gov,,"8:15 am - 4:45 pm, Monday - Friday",Determined by income,No fee,"Walk-In, By Appointment","English, Spanish",Determine by calling Customer Service at (202) 724-5506,"Social Security card; Eviction notice; Picture ID; Utility cut off notice; Last paycheck stub",,,NE,"No Payment,",,,,,"Indoor Wheelchair, Elevators or None Needed",1,,David Cunningham,Center Manager,,"Provides food stamps, Medicaid, and TANF benefits to those eligible.",288821,Temporary Assistance
-76.949708896001468,38.893821985804287,660,DCAP0327AE,DCAP0337,DCG - DHS - IMA - Northeast Service Center,3917 MINNESOTA AVENUE NE,,20019,,(202) 724-7900,(202) 724-5506,(202) 724-4080,,,Main Number,Customer Service,Center Manager,,,(202) 727-8549,http://www.dhs.dc.gov,,"8:15 am - 4:45 pm, Monday - Friday",Determined by income,No fee,"Walk-In, By Appointment","English, Spanish",Determine by calling Customer Service at (202) 724-5506,"Social Security card; Eviction notice; Picture ID; Utility cut off notice; Last paycheck stub",,,NE,"No Payment,",,,,,"Indoor Wheelchair, Elevators or None Needed",1,,M. Thea Proctor,Human Service Program Manager,,"Provides food stamps, Medicaid, and TANF benefits to those eligible.",29135,Temporary Assistance
-77.027250129938466,38.94111418536913,661,DCAP0327AF,DCAP0337,DCG - DHS - IMA - Taylor Street Service Center,1207 TAYLOR STREET NW,,20011,Kennedy Street Service Center,(202) 576-8000,(202) 724-5506,,,,Main Number/Center Manager,Customer Service,,,,(202) 576-7298,http://www.dhs.dc.gov,,"8:15 am - 4:45 pm, Monday - Friday; 8:15 am - 8:00 pm, Wednesday",Determined by income,No fee,"Walk-In, By Appointment","English, Spanish",Determine by calling Customer Service at (202) 724-5506,"Social Security card; Eviction notice; Picture ID; Utility cut off notice; Last paycheck stub",,,NW,"No Payment,",,,,,"Indoor Wheelchair, Elevators or None Needed",1,,Andrea Bell,Center Manager,,"Provides food stamps, Medicaid, and TANF benefits to those eligible.",283934,Temporary Assistance
-76.989240039254767,38.865445699309092,662,DCAP0327AH,DCAP0337,DCG - DHS - IMA - Anacostia Service Center,2100 MARTIN LUTHER KING JR AVENUE SE,,20020,,(202) 645-4614,(202) 724-5506,(202) 645-4630,,,Main Number,Customer Service,Center Manager's Number,,,(202) 727-3527,http://www.dhs.dc.gov,,"8:15 am - 4:45 pm, Monday - Friday; 8:15 am - 8:00 pm, Wednesday",Determined by income,No fee,"Walk-In, By Appointment","English, Spanish",Determine by calling Customer Service at (202) 724-5506,"Social Security card; Eviction notice; Picture ID; Utility cut off notice; Last paycheck stub","Metro Rail Stop, Howard Road Station, 5 blocks",,SE,"No Payment,",,,,,"Indoor Wheelchair, Elevators or None Needed",1,,Orbie Roberts,Center Manager,,"Provides food stamps, medicaid, and TANF benefits to those eligible.",51883,Temporary Assistance
-77.0360095988772,38.927002918507739,663,DCAP0352AA,DCAP0352,Academy of Hope - Adult Basic Education & GED Preparation,1501 COLUMBIA ROAD NW,,20009,,(202) 328-2029,(202) 328-2029,,,,Intake Number,After Hours Number,,,,(202) 328-1044,,acadhope@juno.com,"9:00 am - 9:00 pm, Monday - Thursday; 9:00 am - 5:00 pm, Friday","At least 18 years of age, must be a DC resident at time of enrollment",Flat fee - $10.00 per month requested donation,"Telephone, Walk-In (on specific registration dates only)",, District of Columbia,Individual needs to read at a 4th grade level or higher,"Metro Rail Stop, Columbia Heights (Green Line), 2 blocks; Metro Bus Route42, S2, S4, 57, 1-2 blocks.",Will try to arrange for a tutor to come to individuals who cannot come to site,NW,,,,,,Other,1,,Bob Witting,Executive Director,,"Provides students the opportunity to improve reading, writing, and math skills.  Offers over 50 courses weekly in all subject areas found on the GED exam.
",297688,
-77.008111569862749,38.831198887331787,664,DCAP0327AJ,DCAP0337,DCG - DHS - IMA - Congress Heights Service Center,4001 SOUTH CAPITOL STREET SW,,20032, TANF,(202) 645-4525,(202) 724-5506,(202) 645-0420,,,Main Number,Customer Service,Center Manager's Number,,,(202) 645-4524,http://www.dhs.dc.gov,,"8:15 am - 4:45 pm, Monday - Friday",Determined by income,No fee,"Walk-In, By Appointment","English, Spanish",Determine by calling Customer Service at (202) 724-5506,"Social Security card; Eviction notice; Picture ID; Utility cut off notice; Last paycheck stub",,,SW,"No Payment,",,,,,"Indoor Wheelchair, Elevators or None Needed",1,,Thomas Bythewood,Center Manager,,"Provides food stamps, medicaid, and TANF benefits to those eligible.",276615,Temporary Assistance
-77.00694857866678,38.90696426993064,665,DCAP0327AK,DCAP0337,DCG - DHS - IMA - Eckington Service Center,51 N STREET NE,,20002,Eckington Center,(202) 724-8720,(202) 724-5506,,,,Main Number/Center Manager,Customer Service,,,,(202) 724-8602,http://www.dhs.dc.gov,,"8:15 am - 4:45 pm, Monday - Friday",Determined by income,No fee,"Walk-In, By Appointment","English, Spanish",Determine by calling Customer Service at (202) 724-5506,"Social Security card, Eviction notice, Picture ID, Utility cut off notice, Last paycheck stub",,,NE,"No Payment,",,,,,"Indoor Wheelchair, Elevators or None Needed",1,,Berhan Kahsay-Jones,Center Manager,,"Provides food stamps, medicaid, and TANF benefits to those eligible.",13663,Temporary Assistance
-77.0360095988772,38.927002918507739,666,DCAP0352AB,DCAP0352,Academy of Hope - Computer Training Program,1501 COLUMBIA ROAD NW,,20009,,(202) 328-2029,,,,,"Intake Number, After hours",,,,,(202) 328-1044,,acadhope@juno.com,"9:00 am - 9:00 pm, Monday - Thursday; 10:00 am - 4:00 pm, Saturday","At least 18 years of age, and must be a DC resident at time of enrollment","Flat fee, $10.00 per month requested donation","Telephone, ask for the computer intern",, District of Columbia,,"Metro Rail Stop, Columbia Heights (Green Line), 2 blocks; Metro Bus Route42, S2, S4, 57, 1-2 blocks.",,NW,,,,,44,Other,1,,Bob Witting,Executive Director,,Provides classes in important computer skills.  Beginning and advanced classes in popular software applications available.,297688,Training-Computer
-77.021709136470406,38.91842404043242,667,DCAP0353AA,DCAP0353,Howard University Center for Sickle Cell Disease,2121 GEORGIA AVENUE NW,,20059,HUCSCD,(202) 806-7930,,,,,Main Number,,,,,(202) 806-4517,,,"8:30 am - 5:00 pm, Monday - Friday",Sickle cell related,,By Appointment,"Spanish, German",District of Columbia,"Picture ID, Insurance card","Metro Rail Stop: Shaw - Howard University, (Green Line), 5 blocks",Cab vouchers are available if requested upon approval,Sh,"Private Insurance, Medicaid, Medicare,",,,,,,1,,Dr. Oswald Castro,Director,,Provides care for those with sickle cell diseases and their families.  Offers free screenings and educational materials.,291483,Health Care
-77.040646067186501,38.909054278954606,668,DCAP0355AA,DCAP0355,National Abortion Federation Hotline,1755 MASSACHUSETTS AVENUE NW,,20036,NAF Hotline,,,(202) 667-5881,(800) 772-9100,,,,Administrative Number,Toll Free Number,,(202) 667-5890,http://www.prochoice.org,NAF@prochoice.org,"9:00 am - 7:00 pm  (hotline), Monday - Friday","Women seeking information on pregnancy, abortion and birth control",No fee,Telephone,"English, Spanish, French, TDD",District of Columbia,,,,NW,"No Payment,",,,,,,1,,Vicki Saporta,Executive Director,,"Provides referrals nationwide for abortion services and reproductive health care.  Answers medical questions concerning abortion and reproductive health, provides some case by case management, and provides short term non-biased counseling. ",279379,Hotlines
-77.026208467907708,38.978930553156928,669,DCAP0359AA,DCAP0359,Washington Humane Society - Shelter,7319 GEORGIA AVENUE NW,,20012,"WASHINGTON HUMANE SOCIETY/SPCA, WHS",(202) 723-5730,(202) 234-8626,,,,Main Number,Animal Abuse Hotline (24 Hours),,,,(202) 723-1956,http://www.washhumane.org,,"Noon - 4:00 pm, Daily; 8 am to 10 pm, Daily (for emergencies)",,Flat Fee (for some services),"Telephone, Walk-In",,District of Columbia,,,,NW,,,,,,,1,,Jody Michael Huckaby,Executive Director,,"Provides shelter for homeless, lost, and abused animals.  Offers pet adoption, foster care opportunities, and operates a low cost spay/neuter clinic.

",254741,Animals-Veterinary Services
-77.019474436547014,38.897844594758425,670,DCAP0247AA,DCAP0247,Washington Metropolitan Area Transit Authority - Ride Guide,600 5TH STREET NW,,20001,WMATA,(202) 637-7000,,,,(202) 638-3780,Ride Guide,,,,TTY/TDD Number,(202) 962-1420,http://www.wmata.com,,"6:00 am - 10:30 pm, Monday - Friday; 8:00 am - 10:30 pm, Saturday, Sunday",,,"Telephone, Internet",,,,,,NW,"No Payment,",,,,,,1,,Richard White,General Manager,,"Helps you plan your trip by providing current information on the quickest routes, route status, nearest bus and rail stops, walking instructions, and the services around a location.  Ride guide information is provided online, by telephone, and timetables",238950,Information Lines
-77.019474436547014,38.897844594758425,671,DCAP0247AD,DCAP0247,Washington Metropolitan Area Transit Authority - MetroAccess,600 5TH STREET NW,,20001,WMATA,(301) 562-5360,(202) 962-1825,(202) 962-6464,(202) 962-1245,(301) 588-7535,Main Number,On-Call Wheelchair Lift Buses,Mobility Link (Information Line),Disability/Senior ID Card Services,TTY/TDD Number,(202) 962-2722,http://www.wmata.com,,"8:00 am - 4:30 pm, Daily (Reservations); 5:00 am - Midnight, Sunday - Thursday; 5:30 am - 2:00 am, Friday, Saturday",Be medically eligible (as determined by the Americans with Disabilities Act),No Fee,"By Application, By Appointment (attend in-person assessment)",,DC Metro Area,"Completed Medical Form, Medical Documentation",,,NW,"No Payment,",,,,,Indoor Wheelchair,1,,Richard White,General Manager,,"Provides a shared ride, curb-to-curb service, for those persons whose disabilities  prevent them from using accessible fixed-route transit.  Applicants must submit a application form, provide medical documentation, and attend an in-person assessment to b",238950,Transportation
-77.019474436547014,38.897844594758425,672,DCAP0247AF,DCAP0247,WMATA - Metro Senior/Disabled ID Card Services,600 5TH STREET NW,,20001,Washington Metropolitan Area Transit Authority,(202) 962-1245,(202) 637-7000,(202) 962-6464,(202) 962-1825,(202) 628-8973,Main Number (Disabilities),Main Number (Seniors),Metro Mobility Link (Information Line),On-Call Wheelchair Lift Buses,TTY/TDD Number,,http://www.wmata.com,,"7:30 am - 3:30 pm, Monday - Friday",Ages 65 and older or disabled,No Fee,By Application,,DC Metro Area,"Proof of Age, Completed Application Form",,,NW,"No Payment, Major Credit Card, Other,",,,,,,1,,Richard White,General Manager,,"Offers reduced fares to seniors and people with disabilities who have a valid Metro Senior ID card, Metro Disabled ID card or a valid Medicare card with photo identification.
",238950,Seniors
-77.006965858677717,38.909181673565598,673,DCAP0337AB,DCAP0337,DCG - DHS - OD (Office of the Director),64 NEW YORK AVENUE NE,6th Floor,20002,"DHS, DHSOD, OD",(202) 671-4200,,,,,Main Number,,,,,(202) 671-4326,http://www.dhs.dc.gov,dhs@dc.gov,"8:15 am - 4:45 pm, Monday - Friday",,,,,,,,,NE,,,,,,,1,,Yvonne Gilchrist,Director,,Provides quality-of-life support services to individuals and families within the District of Columbia that promote maximum self-reliance.,289616,DC Government
-77.043109164795069,38.923006316172646,674,DCAP0349AC,DCAP0349,DCG - DOH - APRA - Adams Mill Abstinence Center,1808 ADAMS MILL ROAD NW,,20009,,(202) 698-6080,(202) 673-6618,,,,Intake Number (APRA-CRD),Office Number,,,,(202) 673-2037,http://dchealth.dc.gov,,"8:00 am - 9:00 pm, Monday - Friday",DCG - DOH - APRA Referral,,Through APRA - Central Registry Division,"English, Spanish",District of Columbia,,"Metro Rail Stop, Shaw/Howard University (Green Line); Metro Bus Route, 90, 92, 96, L-2 and 42.",,NW,,,,,,,1,,Larry Ricks,,,"Provides outpatient abstinence services including outpatient alcohol counseling, spiritual, individual, group, and family counseling, treatment planning, medical assessments and referrals, physical examinations, psychiatric, psychological evaluations, so",300753,Substance Abuse-Counseling
