victim_age,victim_gender,victim_race,date_of_incident,city,state,zipcode,county,agency,cause_of_death,symptoms_of_mental_illness,unarmed,alleged_weapon,alleged_threat_level,fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Male,White,6/8/13,Millersville,MD,21108,Anne Arundel,Hudson County Prosecutor’s Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Male,Hispanic,6/8/13,Windsor,CA,95492,Sonoma,Sonoma County Sheriff’s Office,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,Asian,6/8/13,Wilmer,AL,36587,Mobile,Alabama State Police,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,White,6/8/13,Afton,VA,22920,Nelson,Albemarle County Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,Black,6/8/13,San Angelo,TX,76904,Tom Green,San Angelo Police Department,Medical Emergency,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Female,White,6/8/13,Tucson,AZ,85716,Pima,Tucson Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Male,Asian,6/8/13,Vallejo,CA,94590,Solano,Vallejo Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Male,Unknown race,6/8/13,Bradenton,FL,34208,Manatee,Bradenton Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Male,Black,6/8/13,Perris,CA,92570,Riverside,Riverside County Sheriff's Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Male,White,6/7/13,Acworth,GA,30101,Cobb,Cobb County Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Male,White,6/7/13,Yuba City,CA,95991,Sutter,"California Highway Patrol, Yuba County Sheriff's Department, Yuba City Police Department and Wheatland Police Department",Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Male,Asian,6/7/13,Santa Monica,CA,90405,Los Angeles,Santa Monica Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,Unknown race,6/7/13,Jonesboro,GA,30236,Clayton,Clayton County Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Male,White,6/7/13,Reno,NV,89521,Washoe,Washoe County Sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,White,6/7/13,Hobe Sound,FL,33455,Martin,Martin County sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male,White,6/6/13,Bonham,TX,75418,Fannin,Fannin Department of Public Safety,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Male,White,6/6/13,Hickory,NC,28601,Catawba,Caldwell County Sheriff’s Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Male,Unknown race,6/5/13,White Marsh,MD,21162,Baltimore,Baltimore County Police Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,White,6/5/13,Highland Park,TX,75209,Dallas,Highland Park Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Female,Black,6/5/13,St. Albans,NY,11412,New York,New York Police Department,Gunshot,No,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Male,Unknown race,6/5/13,Fallbrook,CA,92028,San Diego,San Diego County Sheriff's Department,Beaten,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Male,White,6/5/13,Escondido,CA,92029,San Diego,San Diego Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,Unknown race,6/4/13,Memphis,TN,38120,Shelby,Memphis Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Male,White,6/4/13,Kansas City,MO,64123,Jackson,Kansas City Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,Hispanic,6/4/13,San Jacinto,CA,92582,Riverside,Riverside County Sheriff’s Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Female,Unknown race,6/4/13,Mad River,CA,95552,Trinity,Trinity County Sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Male,Unknown race,6/4/13,Vallejo,CA,94590,Solano,Vallejo Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,Hispanic,6/3/13,Huron,CA,93234,Fresno,Huron Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Male,White,6/3/13,Waimanalo,HI,96795,Honolulu,Honolulu Police Department,Asphyxiated,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Male,White,6/3/13,Red Feather Lakes,CO,80545,Larimer,Larimer County Sheriff’s Office,Gunshot,Drug or alcohol use,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,Black,6/2/13,South Bend,IN,46614,St. Joseph,South Bend Police Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Male,Unknown race,6/2/13,Pine,CO,80470,Jefferson,Jefferson County Sheriff’s Office,Taser,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Male,Hispanic,6/2/13,Dorchester,MA,02124,Suffolk,Boston Police Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,Hispanic,6/2/13,Gardena,CA,90247,Los Angeles,Gardena Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,Black,6/2/13,Selma,AL,36701,Dallas,Selma Police Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Male,Black,6/2/13,Selma,AL,36701,Dallas,Selma Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Female,Black,6/2/13,Selma,AL,36701,Dallas,Selma Police Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,Unknown race,6/1/13,Phoenix,AZ,85033,Maricopa,Phoenix Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,Hispanic,6/1/13,Corsicana,TX,75110,Navarro,Corsicana Police Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Male,White,6/1/13,Spokane,WA,99216,Spokane,Spokane County Sheriff’s Office,Gunshot,Drug or alcohol use,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,White,6/1/13,San Diego,CA,92109,San Diego,San Diego Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Male,Black,5/31/13,Dunn,NC,28334,Harnett,North Carolina State Highway Patrol,Vehicle,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Male,White,5/31/13,Broad Creek,NC,28570,Carteret,Carteret County Sheriff's Office,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,Hispanic,5/30/13,Mesa,AZ,85210,Maricopa,U.S. Marshals Service,Taser,Drug or alcohol use,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Female,Asian,5/30/13,Sterling,VA,20164,Loudoun,Loudoun County Sheriff's Office,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,Hispanic,5/30/13,Santa Ana,CA,92707,Orange,Santa Ana Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,White,5/30/13,Santa Ana,CA,92707,Orange,Santa Ana Police Department,Vehicle,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Male,Black,5/29/13,Philadelphia,PA,19144,Philadelphia,Philadelphia Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Male,Unknown race,5/29/13,Brighton,MA,02135,Suffolk,Massachusetts State Police Department,Medical Emergency,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Male,Unknown race,5/29/13,Helena,MT,59602,Lewis and Clark,Lewis and Clark County Sheriff's Office,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Male,Black,5/29/13,Oakland,CA,94605,Alameda,Oakland Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,Black,5/29/13,Washington,DC,20032,District of Columbia,DC Metropolitan Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Male,White,5/28/13,Fort Worth,TX,76112,Tarrant,Fort Worth Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Female,White,5/28/13,Crossville,TN,38572,Cumberland,Cumberland County Sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,Black,5/27/13,St. Louis,MO,63107,St. Louis,Pagedale Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Male,Hispanic,5/26/13,New Rochelle,NY,10805,Westchester,New Rochelle Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Male,White,5/26/13,Salida,CO,81201,Chaffee,Salida Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Male,Hispanic,5/26/13,Eden,TX,76837,Concho,"DPS Highway Patrol, Texas Parks and Wildlife",Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,White,5/26/13,Upper Darby,PA,19082,Delaware,Upper Darby Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,Unknown race,5/25/13,Long Beach,CA,90805,Los Angeles,Long Beach Police Department,Medical Emergency,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,Black,5/25/13,Mt. Morris Township,MI,48504,Genesee,Michigan State Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Male,White,5/25/13,Sacramento,CA,95826,Sacramento,Sacramento Police Department,Beaten,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Male,Unknown race,5/25/13,Philadelphia,PA,19149,Philadelphia,Philadelphia Police Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,White,5/25/13,Washington Terrace,UT,84405,Weber,Weber County Sheriff's Office,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,Black,5/25/13,Columbia,SC,29203,Richland,Columbia Police Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Male,Unknown race,5/24/13,Worden,MT,59088,Yellowstone,Yellowstone County Sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Male,Unknown race,5/24/13,Mountlake Terrace,WA,98043,Snohomish,Lynnwood Police Department,Vehicle,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Male,White,5/24/13,Sacramento,CA,95826,Sacramento,Sacramento Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male,White,5/24/13,Seattle,WA,98105,King,Pierce County Metro SWAT,Gunshot,Drug or alcohol use,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Male,Hispanic,5/24/13,San Diego,CA,92114,San Diego,San Diego Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Male,White,5/24/13,Ridgefield,CT,06877,Fairfield,Ridgefield Police Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male,Black,5/23/13,Compton,CA,90221,Los Angeles,Los Angeles County Sheriff's Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Male,Unknown race,5/23/13,Indianapolis,IN,46226,Marion,Indianapolis Metropolitan Police Department,Vehicle,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,Unknown race,5/23/13,New York,NY,11231,Kings,New York Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Male,Black,5/23/13,Toledo,OH,43608,Lucas,Toledo Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Male,Black,5/22/13,Philadelphia,PA,19138,Philadelphia,Philadelphia Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,Male,Unknown race,5/22/13,Philadelphia,PA,19131,Philadelphia,Philadelphia Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Male,Black,5/22/13,Alexandria,VA,22305,Alexandria City,Arlington County Sheriff's Office,Gunshot,Unknown,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male,White,5/22/13,Orlando,FL,32819,Orange,Federal Bureau of Investigation,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Male,Hispanic,5/21/13,Los Angeles,CA,90033,Los Angeles,Los Angeles Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Male,Black,5/20/13,Norfolk,VA,23517,Norfolk City,Norfolk Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,Black,5/20/13,Williamsburg,VA,23185,James City,James City County Police Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,Hispanic,5/20/13,Longview,TX,75601,Gregg,Longview Police Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Male,Black,5/18/13,Los Angeles,CA,90001,Los Angeles,Los Angeles County Sheriff's Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Male,White,5/18/13,Evanston,WY,82930,Uinta,"Evanston Police Department, Uinta County Sheriff’s Office",Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Male,Black,5/18/13,Memphis,TN,38116,Shelby,Memphis Police Department,Vehicle,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male,Black,5/18/13,Blytheville,AR,72315,Mississippi,Blytheville Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Male,Black,5/18/13,Inglewood,CA,90301,Los Angeles,Inglewood Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male,Black,5/17/13,Uniondale,NY,11553,Nassau,Nassau Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Male,White,5/17/13,Madison,WI,53704,Dane,Madison Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Male,Hispanic,5/17/13,Montebello,CA,90640,Los Angeles,Montebello Police Department,Unknown,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Female,Hispanic,5/17/13,Uniondale,NY,11553,Nassau,Nassau Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Male,Asian,5/17/13,Alhambra,CA,91801,Los Angeles,Alhambra Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Female,White,5/17/13,Raleigh,NC,27603,Wake,Wake County Sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Male,Unknown race,5/16/13,Tucson,AZ,85714,Pima,Tucson Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,Black,5/16/13,Fort Worth,TX,76105,Tarrant,Fort Worth Police Department,Taser,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Male,White,5/16/13,Akron,OH,44311,Summit,University of Akron Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,Black,5/16/13,Pacoima,CA,91340,Los Angeles,Los Angeles Police Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,White,5/16/13,Nine Mile Falls,WA,99026,Spokane,Spokane Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Male,Hispanic,5/15/13,Hartford,CT,06106,Hartford,Hartford Police Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,Black,5/15/13,Clintonville,OH,43214,Franklin,Columbus Division of Police,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Female,Black,5/15/13,Clintonville,OH,43214,Franklin,Columbus Division of Police,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Male,Black,5/15/13,Springfield,MA,01109,Hampden,Springfield Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Male,Hispanic,5/14/13,Paramount,CA,90723,Los Angeles,Los Angeles County Sheriff's Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,White,5/14/13,Denver,CO,80219,Denver,Denver Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Male,White,5/14/13,Brandon,FL,33510,Hillsborough,Hillsborough County Sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Male,White,5/13/13,Buford,GA,30518,Gwinnett,Gwinnett County Police Department,Gunshot,Drug or alcohol use,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male,Unknown race,5/12/13,Oakville,MO,63129,St. Louis,St. Louis County Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Female,White,5/12/13,Kelso,WA,98626,Cowlitz,Kelso Police Department,Taser,Drug or alcohol use,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Female,Unknown race,5/12/13,Everett,WA,98201,Snohomish,Bothell Police Department,Vehicle,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Male,Black,5/12/13,Trenton,NJ,08611,Mercer,Trenton Police Department SWAT,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,White,5/11/13,Stromsburg,NE,68666,Polk,Nebraska State Patrol,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,Hispanic,5/11/13,Cudahy,CA,90201,Los Angeles,Los Angeles County Sheriff's Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Male,Black,5/10/13,Minneapolis,MN,55408,Hennepin,Minneapolis Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Male,Unknown race,5/10/13,Plainfield,IN,46168,Hendricks,Federal Bureau of Investigation,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,White,5/10/13,Antioch,CA,94509,Contra Costa,Concord Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Male,Unknown race,5/10/13,Richmond,IL,60071,McHenry,Federal Bureau of Investigation,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,Hispanic,5/10/13,Minneapolis,MN,55404,Hennepin,Minneapolis Police Department,Vehicle,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Female,White,5/10/13,Longview,TX,75601,Gregg,Longview Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Male,Hispanic,5/10/13,Eureka,MO,63025,St. Louis,"Missouri State Highway Patrol, St. Louis County Police Department, Eureka Police Department, and the Franklin County Sheriff’s Department",Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Male,Unknown race,5/9/13,San Bernardino,CA,92408,San Bernardino,"California Highway Patrol, San Bernardino Sheriff's Office",Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Male,Hispanic,5/9/13,Lake City,FL,32055,Columbia,Columbia County Multi-Jurisdictional Task Force,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,Unknown race,5/9/13,Philadelphia,PA,19142,Philadelphia,Philadelphia Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Male,Black,5/9/13,Deland,FL,32720,Volusia,DeLand Police Department,Vehicle,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,White,5/8/13,Bakersfield,CA,93305,Kern,Kern County Sheriff's Office,Beaten,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male,White,5/8/13,Great Falls,MT,59404,Cascade,Cascade County Sheriff’s Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,Male,Unknown race,5/8/13,Miami,FL,33142,Miami-Dade,Miami-Dade Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Female,Black,5/8/13,Chicago,IL,60649,Cook,Chicago Police Department,Vehicle,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Female,Black,5/7/13,Baltimore,MD,21217,Baltimore City,Baltimore Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Male,Hispanic,5/7/13,Leesburg,FL,34748,Lake,Leesburg Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male,Hispanic,5/7/13,Miami,FL,33142,Miami-Dade,Miami-Dade Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,Asian,5/6/13,Suisun City,CA,94585,Solano,Suisun City Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Male,Black,5/5/13,Chicago,IL,60623,Cook,Chicago Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
