name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,hotline_prompt,hotline1,hotline2,website,dir_prefix,dir_first,dir_mi,dir_last,dir_suffix,dir_title,dir_phone,dir_fax,dir_email,mail_street1,mail_street2,mail_city,mail_state,mail_zip,mail_zip4,latitude,longitude,type_facility,last_update,saf,mhf,mhsaf,ghf,sa,dt,mm,mmw,dm,bum,bmw,db,rpn,bu,nxn,vtrl,meth,hh,noop,pain,nmoa,moa,ubn,otpa,otp,cbt,dbt,saca,trc,rebt,smon,smpd,smop,hi,res,op,rs,rl,rd,od,omb,odt,oit,ort,hid,hit,ct,gh,psyh,pvt,vamc,tbg,ih,stg,lccg,ddf,stag,stmh,stdh,hla,jc,carf,ncqa,coa,hfap,onat,np,sf,md,mc,si,pi,mi,ihs,atr,fsa,ss,pa,ah,sp,nx,fx,co,gl,vet,adm,mf,cj,se,ad,pw,wn,mn,hv,trma,xa,dv,tay,nsc,adtx,bdtx,cdtx,mdtx,odtx,tgd,tid,ico,gco,fco,mco,twfa,bia,cmi,moti,ang,mxm,crv,relp,bc,chld,yad,adlt,fem,male,bmo,mo,du,duo 
"Dr. Robert  Trauscht, M.D.",,15 South Old Rand,,Lake Zurich,IL,60047,,Lake County,(847)438-2144,,,,,,,,Dr.,Robert,,Trauscht,M.D.,,(847)438-2144,(847)438-4654,,15 South Old Rand,,Lake Zurich,IL,60047,,42.1965,-88.093,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Child Adolescent and Family ,Recovery Center/City,2451 North Lincoln Avenue ,Suite 206,Chicago,IL,60614,,Cook,847-457-6730,,,,,,,http://www.cafrc.com,,Matthew,,Gallo,,,847-457-6730,,,2451 North Lincoln Avenue ,Suite 206,Chicago,IL,60614,,41.926761,-87.650106,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,1,1,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,1,,1,1,,1,,,,,,,,,1,1,1,1,,1,,,1,,,1,,1,1,1,1,1,,,,
" Douglas R. Finlayson, M.D.",,2217 North Lincoln Avenue,,Chicago,IL,60614,,Cook County,(773)880-9090,,,,,,,,,Douglas,R.,Finlayson,M.D.,,(773)880-9090,(773)409-5123,,2217 North Lincoln Avenue,,Chicago,IL,60614,,41.9224,-87.6443,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DUI Alternatives Treatment Center Inc,,2656 West Montrose Avenue,Suite 103,Chicago,IL,60618,,Cook,773-463-0500,Intake,,773-463-0505,,,,http://www.duialternatives.org,,Judith,,Hernandez,,President,,,,,,,,,,41.961506,-87.695797,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,1,1,1,1,,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,1,,1,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,1,,1,1,1,1,1,,,1,
New Hope Recovery Center,,2835 North Sheffield Avenue,Suite 304,Chicago,IL,60657,,Cook,773-883-3916,Intake,888-707-4673,,Hotline,773-883-3916,,http://www.new-hope-recovery.com,,Jeffrey,,Zacharias,,COO,,,,,,,,,,41.933844,-87.653698,SA,2/1/17 17:30,,,1,,1,1,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,,1,,,,1,1,1,1,1,,,,,,1,,,,,,,1,,,,1,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,1,,,1,1,1,1,1,1,1,,,,,,,,,1,1,1,,1,1,,1,1,,,1,,,1,1,1,1,,,1,
"Dr. Sheldon S. Greenberg, M.D.",,2835 North Sheffield Street,Suite 200,Chicago,IL,60657,,Cook County,(773)561-3365,,,,,,,,Dr.,Sheldon,S.,Greenberg,M.D.,,(773)561-3365,(773)880-2409,,2835 North Sheffield Street,Suite 200,Chicago,IL,60657,,41.9339,-87.6537,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Direct Counseling Inc,,666 Russel Court,Suite 200,Woodstock,IL,60098,,McHenry,815-337-9030,,,,,,,http://www.directcounselinginc.com,,William,,Blaul,MA CADC,,,,,,,,,,,42.339367,-88.43986,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,,1,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,1,,,1,1,,1,1,,,1,,1,,1,1,1,,,1,
Rosecrance Inc/Rosecrance,Lakeview Outpatient Center,3701 North Ashland Avenue,,Chicago,IL,60613,3601,Cook,815-391-1000,,,,,,,,,Merry,B,Sheets,,President/CEO,815-391-1000,,,,,,,,,41.948973,-87.668515,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,,,,,1,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,,1,1,1,1,1,1,,1,,,1,1,1,1,,,,
Rosecrance Inc,Lakeview Recovery Home,1556 West Waveland Avenue,,Chicago,IL,60613,,Cook,815-391-1000,,,,,,,,,Merry,B,Sheets,,President/CEO,815-391-1000,,,,,,,,,41.9488324,-87.6683011,SA,2/1/17 17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advocate Healthcare,Clean Start,938 West Nelson Street,,Chicago,IL,60657,,Cook,773-296-3220,,,,Hotline,773-769-6200,,http://www.advocatehealth/immc/behavioralhealth,Dr,Joanne,M,May,PhD,,,,,,,,,,,41.93722149,-87.65295826,SA,2/1/17 17:30,,1,,,1,,,,,,,,,1,,,,,1,,,,,,,1,1,1,,,1,,,,,1,,,,,,,1,1,,,1,1,,1,,,,,,,1,1,,1,1,,,,,,,1,1,1,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,1,1,1,1,,1,1,,,1,,1,1,1,1,1,,,1,
"Dr. Philippe  Tapon, M.D.",,836 West Wellington Avenue,,Chicago,IL,60657,,Cook County,(312)772-2565,,,,,,,,Dr.,Philippe,,Tapon,M.D.,,(312)772-2565,(773)453-4524,,836 West Wellington Avenue,,Chicago,IL,60657,,41.9368,-87.6513,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Innovative Healthcare LLC,,5559 West Howard Street,Suite A,Skokie,IL,60077,,Cook,847-410-8785,Intakes,847-410-8785 x102,847-410-8785 x101,,,,http://www.innovativehc.org,,Jodi,,Hutch,,Operations Manager,,,,,,,,,,42.01916,-87.76524,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,1,,,,,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,1,,,1,1,1,1,,,1,
"Dr. Shalini  Chawla, M.D.",,Shalini Chawla MD LLC,"3000 North Halsted Street, Suite 709",Chicago,IL,60657,,Cook County,(630)541-9560,,,,,,,,Dr.,Shalini,,Chawla,M.D.,,(630)541-9560,(630)541-8381,,Shalini Chawla MD LLC,"3000 North Halsted Street, Suite 709",Chicago,IL,60657,,41.9368,-87.6498,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
" Nidal  Elbaridi, M.D.",,Swedish Covenant Hospital,5140 N. California Avenue,Chicago,IL,60625,,,3124141088,,,,,,,,,Nidal,,Elbaridi,M.D.,,3124141088,8157332278,,Swedish Covenant Hospital,5140 N. California Avenue,Chicago,IL,60625,,41.9754,-87.6996,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Avance Inc,,4765 North Lincoln Avenue,Suites 203-204,Chicago,IL,60625,,Cook,773-293-1770,Intake,,(773) 510-1770,,,,http://www.avancecounseling.com,Dr,Jorge,,Argueta,,Director,,,,4765 North Lincoln Avenue,Suites 203-204,Chicago,IL,60625,,41.96795734,-87.68814739,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,,,1,1,,,,1,1,1,1,1,,,1,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,1,1,,,,,,,,,1,,,,,,,,,1,,,1,,,1,1,1,,,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,1,1,,,1,1,1,1,1,1,1,1,,,1,1,1,1,,,1,
"Dr. Jeffrey Mitchell Tilkin, M.D.",,2740 West Foster,Suite 401,Chicago,IL,60625,,Cook County,(773)334-2424,,,,,,,,Dr.,Jeffrey,Mitchell,Tilkin,M.D.,,(773)334-2424,(773)929-4500,,2740 West Foster,Suite 401,Chicago,IL,60625,,41.9761,-87.698,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Omni Youth Services,,1111 West Lake Cook Road,,Buffalo Grove,IL,60089,,Lake,847-353-1500,,,,Hotline,847-353-1500,,http://www.omniyouth.org,,Jay,,Meyer,,Director,,,,,,,,,,42.153465,-87.982848,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,1,,,,,,,1,,1,1,,1,,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,1,,,,1,1,,1,1,,,,1,1,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,1,1,,,1,1,1,1,,,1,,1,1,1,1,1,,,,
DUI Counseling Center,Bayrach Counseling Services,2334 West Lawrence Avenue,Suite 210,Chicago,IL,60625,,Cook,773-271-4858,,,,,,,http://www.duicounseling.com,,Scott,K,Bayrach,,,,,,4701 North Cumberland,Suite 28,Norridge,IL,60706,,41.968798,-87.687925,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,1,,,,1,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,1,1,1,,,1,
"Dr. Mary Elizabeth Fry, M.D.",,2800 North Sheridan Road,Unit 309,Chicago,IL,60657,,Cook County,(773)248-6913,,,,,,,,Dr.,Mary,Elizabeth,Fry,M.D.,,(773)248-6913,(773)248-8464,,2800 North Sheridan Road,Unit 309,Chicago,IL,60657,,41.9332,-87.6398,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Latino Treatment Center,Chicago Outpatient,3434 West Peterson Avenue,,Chicago,IL,60659,,Cook,773-465-1161,,,,,,,http://www.latinotreatmentcenter.com,,Adrianna,T,Trino,,,,,,54 South Grove Avenue,,Elgin,IL,60120,,41.990313,-87.71546,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,1,1,1,,,,,,1,,,,,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,1,,1,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,,,1,
Presence Behavioral Health,Addiction Services,2913 North Commonwealth Avenue,Manor Building 6th Floor,Chicago,IL,60657,,Cook,847-493-3500,,,,,,,http://www.presencehealth.org,,Tracy,,Magers,,,,,,2913 North Commonwealth Avenue,"Manor Building, 6th Floor",Chicago ,IL,60657,,41.9350583,-87.637856,SA,2/1/17 17:30,1,,,,1,1,,,,,,,1,1,1,1,,,,,,,1,,,1,1,1,1,1,,1,,,,1,,,,1,1,1,1,1,,,,1,,1,,,,,,,1,,,,1,1,,,,1,,1,,,1,1,,,,,,,,,,,1,1,,,,,,,,1,1,1,1,1,1,,1,1,1,1,1,,,,1,1,1,,1,1,,1,1,,,1,,,1,1,1,1,,,,
"Dr. Zachary Andrew Kordik, M.D.",,2913 N. Commonwealth Avenue,6th Floor,Chicago,IL,60657,,Cook County,(847)493-3521,,,,,,,,Dr.,Zachary,Andrew,Kordik,M.D.,,(847)493-3521,(847)493-3531,,2913 N. Commonwealth Avenue,6th Floor,Chicago,IL,60657,,41.9351,-87.6379,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Marcos  Modiano-Esquenazi, ",,2913 North Commonwealth Avenue,Suite 523F,Chicago,IL,60657,,Cook County,773-665-9912,,,,,,,,Dr.,Marcos,,Modiano-Esquenazi,,,773-665-9912,773-665-3408,,2913 North Commonwealth Avenue,Suite 523F,Chicago,IL,60657,,41.9351,-87.6379,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Fabian  Carbonell, ",,2913 North Commonwealth Avenue,Unit 523F,Chicago,IL,60657,,Cook County,(773)665-3203,,,,,,,,Dr.,Fabian,,Carbonell,,,(773)665-3203,(847)280-0058,,2913 North Commonwealth Avenue,Unit 523F,Chicago,IL,60657,,41.9351,-87.6379,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Howard Brown Health Center,,4025 North Sheridan Road,,Chicago,IL,60613,,Cook,773-388-8891,Intake,,773-388-1600,,,,http://www.howardbrown.org/wp/counseling/substance-abuse/,,Kelly,,Ducheny,Psy D,Director of Behavioral Health Srvs,,,,,,,,,,41.9541,-87.6605,SA,2/1/17 17:30,,,,1,1,,,,,,,,,,1,,,,,,,1,,,,1,1,1,1,,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,1,1,1,1,,,,1,1,1,1,1,,,,1,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,1,,1,,1,1,1,,1,,,1,1,1,1,,,,
"Dr. Robert Brett Lloyd, Jr., M.D.",,446 East Ontario Street,Suite 7-100,Chicago,IL,60613,,Cook,(312)926-8200,,,,,,,,Dr.,Robert,Brett,Lloyd,"Jr., M.D.",,(312)926-8200,(312)926-1000,,446 East Ontario Street,Suite 7-100,Chicago,IL,60613,,41.9541,-87.6605,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
" Gloria  Redondo, M.D.",,4600 N. Ravenswood,Floor 2,Chicago,IL,60640,,Cook,773-561-5600,,,,,,,,,Gloria,,Redondo,M.D.,,773-561-5600,,,4600 N. Ravenswood,Floor 2,Chicago,IL,60640,,41.9659,-87.6751,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Jeffery  Kamysz, M.D.",,5214 North Western Avenue,Suite 102,Chicago,IL,60625,,Cook County,(773)784-1000,,,,,,,,Dr.,Jeffery,,Kamysz,M.D.,,(773)784-1000,(773)784-1398,,5214 North Western Avenue,Suite 102,Chicago,IL,60625,,41.9765,-87.6894,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
" Arnold M. Herskovic, MD",,5214 N. WESTERN AVENUE,SUITE 102,CHICAGO,IL,60625,,,773-784-1000,,,,,,,,,Arnold,M.,Herskovic,MD,,773-784-1000,773-784-1398,,5214 N. WESTERN AVENUE,SUITE 102,CHICAGO,IL,60625,,41.9765,-87.6894,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Muhammad A. Alvi, M.D.",,5214 North Western Avenue,Suite 102-103,Chicago,IL,60625,,Cook County,(773)784-1000,,,,,,,,Dr.,Muhammad,A.,Alvi,M.D.,,(773)784-1000,(773)784-1398,,5214 North Western Avenue,Suite 102-103,Chicago,IL,60625,,41.9765,-87.6894,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Clybourn Consulting Corporation,,7520 Skokie Boulevard,,Skokie,IL,60077,,Cook,847-673-6733,,,,,,,http://www.duicenterchicago.net,Mrs,Helen,,Pindiur,,Program Ditrector,,,,,,,,,,42.017959,-87.748104,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,1,,,,,,,,,1,,,1,1,,,,,1,,,,,1,,,1,,,1,1,1,,1,1,1,,,,1,,,,,,,,,1,1,1,1,1,1,,1,1,1,,1,,1,1,1,1,1,,,1,
DUI Counseling Center Inc,,1098 South Milwaukee Avenue,Suite 308,Wheeling,IL,60090,,Cook,847-459-8879,Intake,847-632-1740,,,,,http://www.duicounseling.com,,John,J,Reed,BS CADC,,,,,,,,,,,42.1132505,-87.8935754,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,,1,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,1,,1,,,1,1,1,1,,,1,
" Lauren  Oshman, M.D.",,2050 Pfingsten Road #2050,,Glenview,IL,60026,,Cook County,(847)657-1820,,,,,,,,,Lauren,,Oshman,M.D.,,(847)657-1820,(847)657-1823,,2050 Pfingsten Road #2050,,Glenview,IL,60026,,42.089,-87.8493,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PEER Services Inc,,3633 West Lake Avenue,Suite 305,Glenview,IL,60026,,Cook,847-657-7337,,,,,,,http://www.peerservices.org,,Kate,,Mahoney,LCSW,,,,,,,,,,,42.087525,-87.845942,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,1,1,,1,,,1,1,1,,,1,,,1,,,,,1,1,1,,,,,1,,,1,,,,,,,,,1,1,1,1,1,1,,1,1,,,1,,1,,1,1,1,,,1,
"Dr. Fidel  Echevarria, M.D.",,4740 North Clark Street,,Chicago,IL,60640,,Cook County,(773)769-0205,,,,,,,,Dr.,Fidel,,Echevarria,M.D.,,(773)769-0205,(773)765-0801,,4740 North Clark Street,,Chicago,IL,60640,,41.968,-87.6677,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Johnny Lee Williamson, M.D.",,4740 North Clark,,Chicago,IL,60640,,Cook County,(773)769-0205,,,,,,,,Dr.,Johnny,Lee,Williamson,M.D.,,(773)769-0205,(773)765-0801,,4740 North Clark,,Chicago,IL,60640,,41.968,-87.6677,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
American Indian Health Service of,Chicago,4081 North Broadway Street,,Chicago,IL,60613,,Cook,773-883-9100,,,,,,,http://www.aihschgo.org/,,Kennith,R,Scott,,Executive Director,,,,,,,,,,41.9566178,-87.6516541,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,1,,,,,,,1,,1,,,1,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,1,1,,,,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,,,,
